Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
redisson,"Redisson - Easy Redis Java client with features of In-Memory Data Grid. Sync/Async/RxJava/Reactive API. Over 50 Redis based Java objects and services: Set, Multimap, SortedSet, Map, List, Queue, Deque, Semaphore, Lock, AtomicLong, Map Reduce, Bloom filter, Spring Cache, Tomcat, Scheduler, JCache API, Hibernate, RPC, local cache ...",https://github.com/redisson/redisson,2014-01-11T14:06:25Z,2023-09-21T10:13:02Z,https://redisson.pro,23281,21783,5157,321,21783,Java,Apache-2.0,"['cache', 'distributed', 'distributed-locks', 'executor', 'hibernate', 'java', 'list', 'lock', 'map', 'mapreduce', 'queue', 'redis', 'redis-client', 'redis-cluster', 'scheduler', 'session', 'set', 'spring-cache', 'tomcat']",True,False,True,True,False,True,False,False,False,master
homemade-machine-learning,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,https://github.com/trekhleb/homemade-machine-learning,2018-11-01T04:34:19Z,2023-09-21T10:55:19Z,,14834,21777,3978,23,21777,Jupyter Notebook,MIT,"['algorithm', 'jupyter', 'jupyter-notebook', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'python']",True,False,True,False,False,False,False,False,False,master
vnpy,基于Python的开源量化交易平台开发框架,https://github.com/vnpy/vnpy,2015-03-02T03:36:58Z,2023-09-21T09:30:29Z,http://www.vnpy.com,254043,21776,8142,11,21776,Python,MIT,"['algotrading', 'finance', 'fintech', 'investment', 'python', 'quant', 'trading', 'vnpy']",True,True,True,True,False,False,False,False,False,master
iosched,The Google I/O Android App,https://github.com/google/iosched,2014-04-01T22:40:40Z,2023-09-21T06:27:35Z,,58059,21770,6269,76,21770,Kotlin,Apache-2.0,"['android', 'architecture', 'conference', 'coroutines', 'kotlin']",True,True,True,False,False,False,False,True,False,main
dracula-theme,🧛🏻‍♂️ One theme. All platforms.,https://github.com/dracula/dracula-theme,2013-10-27T12:39:02Z,2023-09-21T06:39:01Z,https://draculatheme.com,1260,21768,2361,6,21768,,MIT,[],True,False,True,False,False,True,False,False,False,master
validator.js,String validation,https://github.com/validatorjs/validator.js,2010-10-06T06:58:48Z,2023-09-21T09:30:52Z,,5444,21761,2195,304,21761,JavaScript,MIT,"['hacktoberfest', 'input', 'javascript', 'node', 'sanitization', 'sanitize', 'validate', 'validation', 'validations', 'validator']",True,True,True,True,False,False,False,False,False,master
awesome-cto,"A curated and opinionated list of resources for Chief Technology Officers, with the emphasis on startups",https://github.com/kuchin/awesome-cto,2016-12-16T19:22:18Z,2023-09-21T09:50:12Z,,132,21759,1222,1,21759,,CC0-1.0,"['architecture', 'awesome', 'awesome-list', 'cto', 'decision-making', 'engineering-management', 'hiring', 'interviewing', 'leadership', 'management', 'principles', 'roadmap', 'software-engineering', 'startups']",True,True,True,True,True,True,False,False,False,main
scrollreveal,Animate elements as they scroll into view.,https://github.com/jlmakes/scrollreveal,2014-01-16T17:37:20Z,2023-09-21T08:06:45Z,https://scrollrevealjs.org/,1140,21750,2235,31,21750,JavaScript,,"['animation', 'css', 'javascript', 'reveal', 'scroll', 'scrollreveal', 'transform', 'transition']",True,False,True,True,False,False,False,False,False,master
TDengine,"TDengine is an open source, high-performance, cloud native time-series database optimized for Internet of Things (IoT), Connected Cars, Industrial IoT and DevOps.",https://github.com/taosdata/TDengine,2019-07-11T08:33:48Z,2023-09-21T07:57:07Z,https://tdengine.com,328529,21748,4713,1184,21748,C,AGPL-3.0,"['bigdata', 'cloud-native', 'cluster', 'connected-vehicles', 'database', 'distributed', 'financial-analysis', 'industrial-iot', 'iot', 'metrics', 'monitoring', 'scalability', 'sql', 'tdengine', 'time-series', 'time-series-database', 'tsdb']",True,False,True,False,False,True,False,False,False,main
refined-github,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,https://github.com/refined-github/refined-github,2016-02-15T16:45:02Z,2023-09-21T11:08:17Z,,22806,21725,1492,119,21725,TypeScript,MIT,"['browser-extension', 'chrome-extension', 'firefox-addon', 'github', 'github-extension', 'safari-extension', 'userstyle']",True,False,True,True,False,False,False,False,False,main
v8,The official mirror of the V8 Git repository,https://github.com/v8/v8,2014-09-24T15:24:30Z,2023-09-21T10:37:31Z,https://chromium.googlesource.com/v8/v8.git,1067882,21706,3897,9,21706,C++,NOASSERTION,"['compiler', 'interpreter', 'javascript', 'javascript-engine', 'virtual-machine']",False,False,True,True,False,False,False,False,False,main
bitcoinbook,Mastering Bitcoin 2nd Edition - Programming the Open Blockchain,https://github.com/bitcoinbook/bitcoinbook,2013-08-11T23:18:28Z,2023-09-21T10:03:25Z,https://bitcoinbook.info/,49091,21703,5792,142,21703,AsciiDoc,NOASSERTION,[],True,True,True,False,False,False,False,False,False,develop
modern-cpp-tutorial,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,https://github.com/changkun/modern-cpp-tutorial,2016-08-19T14:39:15Z,2023-09-21T08:50:29Z,https://changkun.de/modern-cpp/,39501,21695,2870,10,21695,C++,MIT,"['cpp', 'cpp-tutorial', 'cpp11', 'cpp14', 'cpp17', 'cpp20', 'modern-cpp']",True,False,True,False,False,True,False,False,False,master
nanoid,"A tiny (130 bytes), secure, URL-friendly, unique string ID generator for JavaScript",https://github.com/ai/nanoid,2017-08-05T05:24:35Z,2023-09-21T07:39:48Z,https://zelark.github.io/nano-id-cc/,4785,21687,770,7,21687,JavaScript,MIT,[],True,False,True,False,True,True,False,False,False,main
flameshot,Powerful yet simple to use screenshot software :desktop_computer: :camera_flash:,https://github.com/flameshot-org/flameshot,2017-05-10T19:44:51Z,2023-09-21T09:12:44Z,https://flameshot.org,23240,21674,1383,492,21674,C++,GPL-3.0,"['capture', 'cross-platform', 'free-software', 'gnu-linux', 'gui', 'hacktoberfest', 'image-editing', 'qt', 'screenshot']",True,True,True,False,False,True,False,False,False,master
gfwlist,The one and only one gfwlist here,https://github.com/gfwlist/gfwlist,2015-03-13T13:24:56Z,2023-09-21T08:00:14Z,,78088,21653,3992,443,21653,,LGPL-2.1,"['anticensorship', 'censorship', 'censorship-circumvention', 'china', 'gfw']",True,True,True,True,False,False,False,False,False,master
vscodium,binary releases of VS Code without MS branding/telemetry/licensing,https://github.com/VSCodium/vscodium,2018-08-13T14:26:58Z,2023-09-21T10:18:39Z,https://vscodium.com,29741,21644,911,106,21644,Shell,MIT,"['editor', 'floss', 'hacktoberfest', 'ide', 'open-source-licensing', 'vscode']",True,False,True,True,False,True,False,False,False,master
dragula,:ok_hand: Drag and drop so simple it hurts,https://github.com/bevacqua/dragula,2015-04-13T21:35:38Z,2023-09-20T10:27:44Z,https://bevacqua.github.io/dragula/,1942,21641,2001,156,21641,JavaScript,MIT,"['component', 'drag-and-drop', 'drag-drop', 'dragging', 'front-end', 'javascript', 'vanilla']",True,True,True,False,True,False,False,False,False,master
docker-cheat-sheet,Docker Cheat Sheet,https://github.com/wsargent/docker-cheat-sheet,2014-08-05T20:04:20Z,2023-09-21T08:34:19Z,,747,21630,4618,6,21630,,CC-BY-4.0,"['cheet-sheet', 'docker']",True,True,True,True,False,False,False,False,False,master
masscan,"TCP port scanner, spews SYN packets asynchronously, scanning entire Internet in under 5 minutes.",https://github.com/robertdavidgraham/masscan,2013-07-28T05:35:33Z,2023-09-21T10:40:19Z,,3440,21630,2975,388,21630,C,NOASSERTION,[],True,True,True,True,True,False,False,False,False,master
Kingfisher,"A lightweight, pure-Swift library for downloading and caching images from the web.",https://github.com/onevcat/Kingfisher,2015-04-06T14:26:21Z,2023-09-21T10:03:02Z,,5430,21609,2453,118,21609,Swift,MIT,"['cache', 'filters', 'image', 'image-processor', 'ios', 'kingfisher', 'macos', 'swift', 'xcode']",True,False,True,True,False,True,False,False,False,master
awesome-deep-learning,"A curated list of awesome Deep Learning tutorials, projects and communities.",https://github.com/ChristosChristofidis/awesome-deep-learning,2015-01-02T19:28:35Z,2023-09-21T11:40:26Z,,832,21594,5906,31,21594,,,"['awesome', 'awesome-list', 'deep-learning', 'deep-learning-tutorial', 'deep-networks', 'face-images', 'machine-learning', 'neural-network', 'recurrent-networks']",True,True,True,True,True,False,False,False,False,master
rancher,Complete container management platform,https://github.com/rancher/rancher,2014-11-07T20:49:31Z,2023-09-21T10:54:52Z,http://rancher.com,144951,21562,2881,2675,21562,Go,Apache-2.0,"['cattle', 'containers', 'docker', 'kubernetes', 'orchestration', 'rancher']",True,True,True,True,False,False,False,False,False,release/v2.8
Hero,Elegant transition library for iOS & tvOS,https://github.com/HeroTransitions/Hero,2016-11-24T18:49:37Z,2023-09-21T10:53:56Z,https://HeroTransitions.github.io/Hero/,31215,21559,1722,36,21559,Swift,MIT,"['animation', 'animations', 'carthage', 'custom-transitions', 'hero', 'ios', 'ios-animation', 'ios-framework', 'ios-lib', 'ios-swift', 'ios-transition', 'layout', 'material-design', 'swift', 'swiftpm', 'transition-animation', 'xcode']",True,False,True,True,True,True,False,False,False,develop
react-motion,A spring that solves your animation problems.,https://github.com/chenglou/react-motion,2015-06-11T07:38:23Z,2023-09-20T08:16:00Z,,5349,21547,1211,193,21547,JavaScript,MIT,[],True,True,True,True,True,False,False,False,False,master
lens,Lens - The way the world runs Kubernetes,https://github.com/lensapp/lens,2018-11-12T06:28:56Z,2023-09-21T10:45:57Z,https://k8slens.dev/,699715,21541,1361,963,21541,TypeScript,NOASSERTION,"['cloud-native', 'containers', 'devops', 'kubernetes', 'kubernetes-dashboard', 'kubernetes-ui']",True,True,True,False,True,True,False,False,False,master
k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",https://github.com/grafana/k6,2016-03-21T15:30:24Z,2023-09-21T09:05:02Z,,31875,21538,1129,459,21538,Go,AGPL-3.0,"['es6', 'go', 'golang', 'javascript', 'load-generator', 'load-testing', 'performance']",True,False,True,False,True,False,False,False,False,master
llama_index,LlamaIndex (GPT Index) is a data framework for your LLM applications,https://github.com/jerryjliu/llama_index,2022-11-02T04:24:54Z,2023-09-21T11:30:26Z,https://gpt-index.readthedocs.io/en/latest/,69526,21537,2502,299,21537,Python,MIT,[],True,True,True,True,False,False,False,False,False,main
en.javascript.info,Modern JavaScript Tutorial ,https://github.com/javascript-tutorial/en.javascript.info,2017-06-03T14:27:57Z,2023-09-21T08:12:46Z,https://javascript.info,756071,21499,3714,314,21499,HTML,NOASSERTION,[],True,False,True,False,False,True,False,False,False,master
PicGo,:rocket:A simple & beautiful tool for pictures uploading built by vue-cli-electron-builder,https://github.com/Molunerfinn/PicGo,2017-12-12T08:39:44Z,2023-09-21T09:08:54Z,https://molunerfinn.com/PicGo/,4235,21485,2148,23,21485,TypeScript,MIT,"['aliyun-oss', 'electron', 'electron-app', 'electron-vue', 'github', 'imgur', 'imgur-uploader', 'qiniu', 'smms', 'tencent-cos', 'upyun', 'vue', 'weibo']",True,True,True,True,True,False,False,False,False,dev
Rocket,A web framework for Rust.,https://github.com/SergioBenitez/Rocket,2016-03-18T02:50:18Z,2023-09-21T11:27:33Z,https://rocket.rs,7053,21482,1461,67,21482,Rust,NOASSERTION,"['framework', 'rocket', 'rust', 'web', 'web-development', 'web-framework']",True,False,True,False,False,True,False,False,False,master
textual,Textual is a Rapid Application Development framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and (coming soon) a web browser!,https://github.com/Textualize/textual,2021-04-08T15:24:47Z,2023-09-21T11:48:29Z,https://textual.textualize.io/,253262,21449,642,162,21449,Python,MIT,"['cli', 'framework', 'python', 'rich', 'terminal', 'tui']",True,True,True,True,True,True,False,False,False,main
jenkins,Jenkins automation server,https://github.com/jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-09-21T09:22:04Z,https://www.jenkins.io,155788,21442,8305,80,21442,Java,MIT,"['cicd', 'continuous-delivery', 'continuous-deployment', 'continuous-integration', 'devops', 'groovy', 'hacktoberfest', 'java', 'jenkins', 'pipelines-as-code']",False,False,False,False,False,False,False,False,False,master
games,":video_game: A list of popular/awesome video games, add-ons, maps, etc. hosted on GitHub. Any genre. Any platform. Any engine.",https://github.com/leereilly/games,2012-01-05T19:48:55Z,2023-09-21T09:32:41Z,,510,21431,2893,319,21431,,,"['game', 'game-development', 'game-engine', 'gamedev', 'games', 'html5-games', 'platform-game', 'puzzle-game', 'sandbox-game', 'strategy-game']",True,True,True,False,False,False,False,False,False,master
Sentinel,"A powerful flow control component enabling reliability, resilience and monitoring for microservices. (面向云原生微服务的高可用流控防护组件)",https://github.com/alibaba/Sentinel,2018-04-04T06:37:33Z,2023-09-21T08:03:13Z,https://sentinelguard.io/,7906,21414,7799,753,21414,Java,Apache-2.0,"['alibaba', 'circuit-breaker', 'cloud-native', 'java', 'microservice', 'microservices', 'rate-limiting', 'reliability', 'resiliency']",True,True,True,True,False,True,False,False,False,master
DesignPatternsPHP,Sample code for several design patterns in PHP 8.x,https://github.com/DesignPatternsPHP/DesignPatternsPHP,2011-08-22T05:24:31Z,2023-09-21T03:27:08Z,,6159,21414,4560,2,21414,PHP,MIT,"['code-examples', 'design-pattern', 'design-patterns', 'designpatternsphp', 'modern-php', 'oop', 'php', 'php8', 'phpunit']",True,True,True,False,False,True,False,False,False,main
Babylon.js,"Babylon.js is a powerful, beautiful, simple, and open game and rendering engine packed into a friendly JavaScript framework.",https://github.com/BabylonJS/Babylon.js,2013-06-27T20:40:42Z,2023-09-21T08:11:52Z,http://www.babylonjs.com,1153138,21398,3256,103,21398,TypeScript,Apache-2.0,"['3d', 'babylon', 'game-development', 'game-engine', 'game-engine-3d', 'typescript', 'webaudio', 'webgl', 'webgl2', 'webgpu', 'webvr', 'webxr']",True,False,True,False,False,False,False,False,False,master
API-Security-Checklist,"Checklist of the most important security countermeasures when designing, testing, and releasing your API",https://github.com/shieldfy/API-Security-Checklist,2017-07-08T20:01:38Z,2023-09-21T09:07:37Z,,497,21374,2557,12,21374,,MIT,"['api', 'jwt', 'oauth2', 'security']",True,True,True,True,False,False,False,False,False,master
bazel,"a fast, scalable, multi-language and extensible build system",https://github.com/bazelbuild/bazel,2014-06-12T16:00:38Z,2023-09-21T08:51:02Z,https://bazel.build,835743,21372,3864,1803,21372,Java,Apache-2.0,"['bazel', 'build', 'build-system', 'correct', 'fast', 'multi-language', 'scalable', 'test']",True,True,True,True,False,True,False,False,False,master
kratos,Your ultimate Go microservices framework for the cloud-native era.,https://github.com/go-kratos/kratos,2019-01-10T10:42:31Z,2023-09-21T11:20:23Z,https://go-kratos.dev,9215,21372,3905,164,21372,Go,MIT,"['architecture', 'cloud-native', 'framework', 'generate', 'go', 'golang', 'grpc', 'http', 'kratos', 'microservice', 'microservices', 'protobuf']",True,True,True,False,True,True,False,False,False,main
fyne,Cross platform GUI toolkit in Go inspired by Material Design,https://github.com/fyne-io/fyne,2018-02-04T22:07:16Z,2023-09-21T05:38:25Z,https://fyne.io/,106812,21368,1227,576,21368,Go,NOASSERTION,"['android', 'cross-platform', 'fyne', 'go', 'golang', 'gui', 'hacktoberfest', 'ios', 'theme', 'toolkit']",True,True,True,True,False,True,False,False,False,master
mantine,A fully featured React components library,https://github.com/mantinedev/mantine,2021-01-07T14:02:19Z,2023-09-21T10:41:09Z,https://mantine.dev,423042,21355,1510,102,21355,TypeScript,MIT,"['dark-mode', 'dark-theme', 'hooks', 'react', 'typescript', 'uikit']",True,True,True,False,True,True,False,False,False,master
element-plus,🎉 A Vue.js 3 UI Library made by Element team,https://github.com/element-plus/element-plus,2020-07-21T06:51:19Z,2023-09-21T10:13:00Z,https://element-plus.org,531594,21349,11109,1558,21349,TypeScript,MIT,"['component-library', 'element-ui', 'vue', 'vue-components', 'vuejs']",True,True,True,True,True,True,False,False,False,dev
pug,"Pug – robust, elegant, feature rich template engine for Node.js",https://github.com/pugjs/pug,2010-06-23T01:05:42Z,2023-09-21T04:09:51Z,https://pugjs.org,14862,21339,1981,301,21339,JavaScript,,[],True,False,True,False,True,False,False,False,False,master
